Time,num_killmails
2018-01-31 01:00:00,0
2018-01-31 02:00:00,0
2018-01-31 03:00:00,0
2018-01-31 04:00:00,0
2018-01-31 05:00:00,0
2018-01-31 06:00:00,0
2018-01-31 07:00:00,0
2018-01-31 08:00:00,0
2018-01-31 09:00:00,0
2018-01-31 10:00:00,0
2018-01-31 11:00:00,0
2018-01-31 12:00:00,0
2018-01-31 13:00:00,0
2018-01-31 14:00:00,0
2018-01-31 15:00:00,0
2018-01-31 16:00:00,0
2018-01-31 17:00:00,0
2018-01-31 18:00:00,0
2018-01-31 19:00:00,0
2018-01-31 20:00:00,0
2018-01-31 21:00:00,0
2018-01-31 22:00:00,0
2018-01-31 23:00:00,0
2018-02-01 00:00:00,0
2018-02-28 01:00:00,0
2018-02-28 02:00:00,0
2018-02-28 03:00:00,0
2018-02-28 04:00:00,0
2018-02-28 05:00:00,0
2018-02-28 06:00:00,0
2018-02-28 07:00:00,0
2018-02-28 08:00:00,0
2018-02-28 09:00:00,0
2018-02-28 10:00:00,0
2018-02-28 11:00:00,0
2018-02-28 12:00:00,0
2018-02-28 13:00:00,0
2018-02-28 14:00:00,0
2018-02-28 15:00:00,0
2018-02-28 16:00:00,0
2018-02-28 17:00:00,0
2018-02-28 18:00:00,0
2018-02-28 19:00:00,0
2018-02-28 20:00:00,0
2018-02-28 21:00:00,0
2018-02-28 22:00:00,0
2018-02-28 23:00:00,0
2018-03-01 00:00:00,0
2018-03-20 12:00:00,0
2018-03-20 15:00:00,0
2018-03-20 17:00:00,0
2018-03-20 18:00:00,0
2018-03-31 01:00:00,0
2018-03-31 02:00:00,0
2018-03-31 03:00:00,0
2018-03-31 04:00:00,0
2018-03-31 05:00:00,0
2018-03-31 06:00:00,0
2018-03-31 07:00:00,0
2018-03-31 08:00:00,0
2018-03-31 09:00:00,0
2018-03-31 10:00:00,0
2018-03-31 11:00:00,0
2018-03-31 12:00:00,0
2018-03-31 13:00:00,0
2018-03-31 14:00:00,0
2018-03-31 15:00:00,0
2018-03-31 16:00:00,0
2018-03-31 17:00:00,0
2018-03-31 18:00:00,0
2018-03-31 19:00:00,0
2018-03-31 20:00:00,0
2018-03-31 21:00:00,0
2018-03-31 22:00:00,0
2018-03-31 23:00:00,0
2018-04-01 00:00:00,0
2018-04-30 01:00:00,0
2018-04-30 02:00:00,0
2018-04-30 03:00:00,0
2018-04-30 04:00:00,0
2018-04-30 05:00:00,0
2018-04-30 06:00:00,0
2018-04-30 07:00:00,0
2018-04-30 08:00:00,0
2018-04-30 09:00:00,0
2018-04-30 10:00:00,0
2018-04-30 11:00:00,0
2018-04-30 12:00:00,0
2018-04-30 13:00:00,0
2018-04-30 14:00:00,0
2018-04-30 15:00:00,0
2018-04-30 16:00:00,0
2018-04-30 17:00:00,0
2018-04-30 18:00:00,0
2018-04-30 19:00:00,0
2018-04-30 20:00:00,0
2018-04-30 21:00:00,0
2018-04-30 22:00:00,0
2018-04-30 23:00:00,0
2018-05-01 00:00:00,0
2018-05-24 12:00:00,0
2018-05-24 13:00:00,0
2018-05-31 01:00:00,0
2018-05-31 02:00:00,0
2018-05-31 03:00:00,0
2018-05-31 04:00:00,0
2018-05-31 05:00:00,0
2018-05-31 06:00:00,0
2018-05-31 07:00:00,0
2018-05-31 08:00:00,0
2018-05-31 09:00:00,0
2018-05-31 10:00:00,0
2018-05-31 11:00:00,0
2018-05-31 12:00:00,0
2018-05-31 13:00:00,0
2018-05-31 14:00:00,0
2018-05-31 15:00:00,0
2018-05-31 16:00:00,0
2018-05-31 17:00:00,0
2018-05-31 18:00:00,0
2018-05-31 19:00:00,0
2018-05-31 20:00:00,0
2018-05-31 21:00:00,0
2018-05-31 22:00:00,0
2018-05-31 23:00:00,0
2018-06-01 00:00:00,0
2018-06-05 12:00:00,0
2018-06-05 13:00:00,0
2018-06-05 14:00:00,0
2018-06-14 17:00:00,0
2018-06-14 18:00:00,0
2018-06-30 01:00:00,0
2018-06-30 02:00:00,0
2018-06-30 03:00:00,0
2018-06-30 04:00:00,0
2018-06-30 05:00:00,0
2018-06-30 06:00:00,0
2018-06-30 07:00:00,0
2018-06-30 08:00:00,0
2018-06-30 09:00:00,0
2018-06-30 10:00:00,0
2018-06-30 11:00:00,0
2018-06-30 12:00:00,0
2018-06-30 13:00:00,0
2018-06-30 14:00:00,0
2018-06-30 15:00:00,0
2018-06-30 16:00:00,0
2018-06-30 17:00:00,0
2018-06-30 18:00:00,0
2018-06-30 19:00:00,0
2018-06-30 20:00:00,0
2018-06-30 21:00:00,0
2018-06-30 22:00:00,0
2018-06-30 23:00:00,0
2018-07-01 00:00:00,0
2018-07-31 01:00:00,0
2018-07-31 02:00:00,0
2018-07-31 03:00:00,0
2018-07-31 04:00:00,0
2018-07-31 05:00:00,0
2018-07-31 06:00:00,0
2018-07-31 07:00:00,0
2018-07-31 08:00:00,0
2018-07-31 09:00:00,0
2018-07-31 10:00:00,0
2018-07-31 11:00:00,0
2018-07-31 12:00:00,0
2018-07-31 13:00:00,0
2018-07-31 14:00:00,0
2018-07-31 15:00:00,0
2018-07-31 16:00:00,0
2018-07-31 17:00:00,0
2018-07-31 18:00:00,0
2018-07-31 19:00:00,0
2018-07-31 20:00:00,0
2018-07-31 21:00:00,0
2018-07-31 22:00:00,0
2018-07-31 23:00:00,0
2018-08-01 00:00:00,0
2018-08-31 01:00:00,0
2018-08-31 02:00:00,0
2018-08-31 03:00:00,0
2018-08-31 04:00:00,0
2018-08-31 05:00:00,0
2018-08-31 06:00:00,0
2018-08-31 07:00:00,0
2018-08-31 08:00:00,0
2018-08-31 09:00:00,0
2018-08-31 10:00:00,0
2018-08-31 11:00:00,0
2018-08-31 12:00:00,0
2018-08-31 13:00:00,0
2018-08-31 14:00:00,0
2018-08-31 15:00:00,0
2018-08-31 16:00:00,0
2018-08-31 17:00:00,0
2018-08-31 18:00:00,0
2018-08-31 19:00:00,0
2018-08-31 20:00:00,0
2018-08-31 21:00:00,0
2018-08-31 22:00:00,0
2018-08-31 23:00:00,0
2018-09-01 00:00:00,0
2018-09-30 01:00:00,0
2018-09-30 02:00:00,0
2018-09-30 03:00:00,0
2018-09-30 04:00:00,0
2018-09-30 05:00:00,0
2018-09-30 06:00:00,0
2018-09-30 07:00:00,0
2018-09-30 08:00:00,0
2018-09-30 09:00:00,0
2018-09-30 10:00:00,0
2018-09-30 11:00:00,0
2018-09-30 12:00:00,0
2018-09-30 13:00:00,0
2018-09-30 14:00:00,0
2018-09-30 15:00:00,0
2018-09-30 16:00:00,0
2018-09-30 17:00:00,0
2018-09-30 18:00:00,0
2018-09-30 19:00:00,0
2018-09-30 20:00:00,0
2018-09-30 21:00:00,0
2018-09-30 22:00:00,0
2018-09-30 23:00:00,0
2018-10-01 00:00:00,0
2018-10-31 01:00:00,0
2018-10-31 02:00:00,0
2018-10-31 03:00:00,0
2018-10-31 04:00:00,0
2018-10-31 05:00:00,0
2018-10-31 06:00:00,0
2018-10-31 07:00:00,0
2018-10-31 08:00:00,0
2018-10-31 09:00:00,0
2018-10-31 10:00:00,0
2018-10-31 11:00:00,0
2018-10-31 12:00:00,0
2018-10-31 13:00:00,0
2018-10-31 14:00:00,0
2018-10-31 15:00:00,0
2018-10-31 16:00:00,0
2018-10-31 17:00:00,0
2018-10-31 18:00:00,0
2018-10-31 19:00:00,0
2018-10-31 20:00:00,0
2018-10-31 21:00:00,0
2018-10-31 22:00:00,0
2018-10-31 23:00:00,0
2018-11-01 00:00:00,0
2018-11-30 01:00:00,0
2018-11-30 02:00:00,0
2018-11-30 03:00:00,0
2018-11-30 04:00:00,0
2018-11-30 05:00:00,0
2018-11-30 06:00:00,0
2018-11-30 07:00:00,0
2018-11-30 08:00:00,0
2018-11-30 09:00:00,0
2018-11-30 10:00:00,0
2018-11-30 11:00:00,0
2018-11-30 12:00:00,0
2018-11-30 13:00:00,0
2018-11-30 14:00:00,0
2018-11-30 15:00:00,0
2018-11-30 16:00:00,0
2018-11-30 17:00:00,0
2018-11-30 18:00:00,0
2018-11-30 19:00:00,0
2018-11-30 20:00:00,0
2018-11-30 21:00:00,0
2018-11-30 22:00:00,0
2018-11-30 23:00:00,0
2018-12-01 00:00:00,0
2018-12-31 01:00:00,0
2018-12-31 02:00:00,0
2018-12-31 03:00:00,0
2018-12-31 04:00:00,0
2018-12-31 05:00:00,0
2018-12-31 06:00:00,0
2018-12-31 07:00:00,0
2018-12-31 08:00:00,0
2018-12-31 09:00:00,0
2018-12-31 10:00:00,0
2018-12-31 11:00:00,0
2018-12-31 12:00:00,0
2018-12-31 13:00:00,0
2018-12-31 14:00:00,0
2018-12-31 15:00:00,0
2018-12-31 16:00:00,0
2018-12-31 17:00:00,0
2018-12-31 18:00:00,0
2018-12-31 19:00:00,0
2018-12-31 20:00:00,0
2018-12-31 21:00:00,0
2018-12-31 22:00:00,0
2018-12-31 23:00:00,0
2019-01-01 00:00:00,0
