Time,num_killmails
2021-01-31 01:00:00,0
2021-01-31 02:00:00,0
2021-01-31 03:00:00,0
2021-01-31 04:00:00,0
2021-01-31 05:00:00,0
2021-01-31 06:00:00,0
2021-01-31 07:00:00,0
2021-01-31 08:00:00,0
2021-01-31 09:00:00,0
2021-01-31 10:00:00,0
2021-01-31 11:00:00,0
2021-01-31 12:00:00,0
2021-01-31 13:00:00,0
2021-01-31 14:00:00,0
2021-01-31 15:00:00,0
2021-01-31 16:00:00,0
2021-01-31 17:00:00,0
2021-01-31 18:00:00,0
2021-01-31 19:00:00,0
2021-01-31 20:00:00,0
2021-01-31 21:00:00,0
2021-01-31 22:00:00,0
2021-01-31 23:00:00,0
2021-02-01 00:00:00,0
2021-02-28 01:00:00,0
2021-02-28 02:00:00,0
2021-02-28 03:00:00,0
2021-02-28 04:00:00,0
2021-02-28 05:00:00,0
2021-02-28 06:00:00,0
2021-02-28 07:00:00,0
2021-02-28 08:00:00,0
2021-02-28 09:00:00,0
2021-02-28 10:00:00,0
2021-02-28 11:00:00,0
2021-02-28 12:00:00,0
2021-02-28 13:00:00,0
2021-02-28 14:00:00,0
2021-02-28 15:00:00,0
2021-02-28 16:00:00,0
2021-02-28 17:00:00,0
2021-02-28 18:00:00,0
2021-02-28 19:00:00,0
2021-02-28 20:00:00,0
2021-02-28 21:00:00,0
2021-02-28 22:00:00,0
2021-02-28 23:00:00,0
2021-03-01 00:00:00,0
2021-03-31 01:00:00,0
2021-03-31 02:00:00,0
2021-03-31 03:00:00,0
2021-03-31 04:00:00,0
2021-03-31 05:00:00,0
2021-03-31 06:00:00,0
2021-03-31 07:00:00,0
2021-03-31 08:00:00,0
2021-03-31 09:00:00,0
2021-03-31 10:00:00,0
2021-03-31 11:00:00,0
2021-03-31 12:00:00,0
2021-03-31 13:00:00,0
2021-03-31 14:00:00,0
2021-03-31 15:00:00,0
2021-03-31 16:00:00,0
2021-03-31 17:00:00,0
2021-03-31 18:00:00,0
2021-03-31 19:00:00,0
2021-03-31 20:00:00,0
2021-03-31 21:00:00,0
2021-03-31 22:00:00,0
2021-03-31 23:00:00,0
2021-04-01 00:00:00,0
2021-04-30 01:00:00,0
2021-04-30 02:00:00,0
2021-04-30 03:00:00,0
2021-04-30 04:00:00,0
2021-04-30 05:00:00,0
2021-04-30 06:00:00,0
2021-04-30 07:00:00,0
2021-04-30 08:00:00,0
2021-04-30 09:00:00,0
2021-04-30 10:00:00,0
2021-04-30 11:00:00,0
2021-04-30 12:00:00,0
2021-04-30 13:00:00,0
2021-04-30 14:00:00,0
2021-04-30 15:00:00,0
2021-04-30 16:00:00,0
2021-04-30 17:00:00,0
2021-04-30 18:00:00,0
2021-04-30 19:00:00,0
2021-04-30 20:00:00,0
2021-04-30 21:00:00,0
2021-04-30 22:00:00,0
2021-04-30 23:00:00,0
2021-05-01 00:00:00,0
